mun_code
10006
10008
10010
10014
10018
10019
10020
10021
10032
10035
10041
10044
10045
10047
10049
10050
10058
10060
10061
10064
10067
10082
10084
10087
10089
10096
10104
10105
10107
10109
10110
10111
10112
10113
10114
10115
10116
10121
10126
10127
10128
10130
10131
10133
10135
10140
10146
10147
10148
10155
10175
10177
10180
10186
10189
10193
10195
10198
10203
10205
10212
10216
10218
10219
10901
11001
11002
11003
11005
11006
11007
11008
11010
11011
11013
11014
11015
11016
11017
11018
11019
11021
11022
11023
11024
11025
11026
11028
11029
11030
11032
11033
11034
11035
11037
11038
11039
11041
11042
11901
11902
12001
12003
12004
12005
12009
12011
12012
12016
12021
12026
12027
12028
12029
12031
12032
12033
12034
12050
12053
12071
12072
12077
12080
12082
12084
12085
12089
12094
12095
12100
12104
12106
12117
12121
12124
12126
12128
12129
12135
12136
12138
12140
12901
12902
13001
13002
13004
13005
13007
13009
13011
13013
13015
13018
13019
13020
13023
13027
13028
13031
13032
13033
13035
13038
13039
13042
13044
13047
13052
13053
13054
13056
13057
13058
13061
13063
13064
13065
13066
13068
13071
13074
13077
13078
13079
13082
13083
13085
13087
13089
13090
13092
13093
13096
13097
13098
13901
14001
14002
14003
14004
14005
14006
14007
14008
14009
14010
14012
14013
14014
14015
14016
14017
14018
14019
14022
14023
14024
14025
14026
14027
14029
14030
14033
14035
14036
14037
14038
14039
14040
14041
14042
14043
14044
14045
14046
14047
14048
14049
14050
14051
14052
14053
14054
14055
14056
14057
14058
14060
14062
14063
14065
14066
14067
14069
14070
14072
14073
14074
15001
15002
15003
15004
15005
15006
15007
15008
15009
15010
15011
15012
15013
15014
15015
15016
15017
15018
15019
15020
15021
15022
15023
15024
15025
15027
15028
15029
15031
15032
15033
15034
15035
15036
15037
15038
15039
15040
15041
15042
15043
15044
15045
15046
15047
15048
15049
15050
15051
15052
15053
15054
15055
15056
15057
15058
15059
15060
15061
15062
15064
15065
15066
15067
15068
15069
15070
15071
15072
15073
15074
15075
15076
15077
15079
15080
15081
15082
15083
15084
15085
15086
15087
15088
15089
15090
15091
15092
15093
15901
15902
16007
16033
16042
16061
16066
16086
16102
16106
16112
16113
16117
16118
16124
16125
16133
16134
16153
16154
16171
16175
16190
16191
16198
16203
16236
16249
16251
16263
16903
16905
17006
17007
17008
17009
17012
17013
17015
17019
17020
17022
17023
17025
17027
17032
17033
17034
17036
17039
17044
17047
17048
17049
17056
17057
17062
17066
17067
17071
17073
17083
17086
17089
17092
17093
17094
17095
17103
17110
17111
17114
17117
17118
17120
17124
17132
17133
17137
17138
17139
17141
17142
17145
17146
17147
17148
17150
17152
17155
17160
17161
17163
17164
17167
17169
17178
17180
17181
17184
17185
17186
17189
17190
17193
17199
17202
17204
17207
17208
17211
17213
17215
17220
17221
17223
17226
17233
17901
17902
17903
18003
18006
18011
18012
18013
18014
18017
18021
18022
18023
18027
18028
18029
18035
18036
18038
18039
18045
18046
18047
18048
18050
18051
18053
18056
18057
18059
18061
18062
18063
18066
18068
18071
18079
18082
18084
18088
18089
18093
18094
18095
18097
18098
18099
18100
18101
18102
18105
18111
18115
18116
18119
18122
18126
18127
18132
18133
18134
18135
18136
18137
18138
18140
18143
18145
18146
18147
18148
18149
18150
18152
18153
18154
18157
18158
18159
18162
18164
18165
18167
18171
18173
18175
18182
18184
18188
18192
18193
18194
18903
18905
18906
18907
18911
18912
19021
19024
19046
19053
19058
19071
19086
19105
19117
19126
19143
19151
19156
19160
19171
19190
19192
19220
19225
19245
19257
19274
19280
19290
19291
19293
19300
19319
19326
19331
21002
21004
21005
21006
21007
21008
21010
21011
21013
21014
21016
21017
21018
21021
21023
21025
21029
21030
21032
21034
21035
21038
21040
21042
21043
21044
21046
21047
21049
21050
21052
21053
21054
21055
21056
21057
21058
21060
21061
21062
21063
21064
21068
21069
21070
21072
21073
21074
21076
21077
21078
22007
22017
22021
22025
22039
22048
