2022-01-01;8019;0.0;0.0;0.0;0.0;;0.0;0.36634;0.0;0.0;0.0;0.0;0.0;0.0
2022-01-01;28079;0.0;0.0;0.0;0.0;;0.0;0.37822;0.0;0.0;0.0;0.0;0.0;0.0
2022-02-01;8019;0.0;0.0;0.0;0.0;;0.0;0.36634;0.0;0.0;0.0;0.0;0.0;1.0
2022-02-01;28079;0.0;0.0;0.0;0.0;;0.0;0.37822;0.0;0.0;0.0;0.0;0.0;0.0
2022-03-01;8019;0.0;0.0;0.0;0.0;;0.0;0.36634;0.0;0.0;0.0;0.0;0.0;1.0
2022-03-01;28079;0.0;0.0;0.0;0.0;;0.0;0.37822;0.0;0.0;0.0;0.0;0.0;0.0
2022-04-01;8019;0.0;0.0;0.0;0.0;;0.0;0.36634;0.0;0.0;0.0;0.0;0.0;2.0
2022-04-01;28079;0.0;0.0;0.0;0.0;;0.0;0.37822;0.0;0.0;0.0;0.0;0.0;1.0
2022-05-01;8019;0.0;0.0;0.0;0.0;;0.0;0.36634;0.0;0.0;0.0;0.0;0.0;2.0
2022-05-01;28079;0.0;0.0;0.0;0.0;;0.0;0.37822;0.0;0.0;0.0;0.0;0.0;1.0
2022-06-01;8019;0.0;0.0;0.0;0.0;;0.0;0.36634;0.0;0.0;0.0;0.0;0.0;2.0
2022-06-01;28079;0.0;0.0;0.0;0.0;;0.0;0.37822;0.0;0.0;0.0;0.0;0.0;2.0
2022-07-01;8019;0.0;0.0;0.0;0.0;;0.0;0.36634;0.0;0.0;0.0;0.0;0.0;3.0
2022-07-01;28079;0.0;0.0;0.0;0.0;;0.0;0.37822;0.0;0.0;0.0;0.0;0.0;3.0
2022-08-01;8019;0.0;0.0;0.0;0.0;;0.0;0.36634;0.0;0.0;0.0;0.0;0.0;4.0
2022-08-01;28079;0.0;0.0;0.0;0.0;;0.0;0.37822;0.0;0.0;0.0;0.0;0.0;4.0
2022-09-01;8019;0.0;0.0;0.0;0.0;;0.0;0.36634;0.0;0.0;0.0;0.0;0.0;4.0
2022-09-01;28079;0.0;0.0;0.0;0.0;;0.0;0.37822;0.0;0.0;0.0;0.0;0.0;5.0
2022-10-01;8019;0.0;0.0;0.0;0.0;;0.0;0.36634;0.0;0.0;0.0;0.0;0.0;5.0
2022-10-01;28079;0.0;0.0;0.0;0.0;;0.0;0.37822;0.0;0.0;0.0;0.0;0.0;5.0
2022-11-01;8019;0.0;0.0;0.0;0.0;;0.0;0.36634;0.0;0.0;0.0;0.0;0.0;5.0
2022-11-01;28079;0.0;0.0;0.0;0.0;;0.0;0.37822;0.0;0.0;0.0;0.0;0.0;5.0
2022-12-01;8019;0.0;0.0;0.0;0.0;;0.0;0.36634;0.0;0.0;0.0;0.0;0.0;6.0
2022-12-01;28079;0.0;0.0;0.0;0.0;;0.0;0.37822;0.0;0.0;0.0;0.0;0.0;5.0
