2014-01-01;0.000;0.000;1.000;0.000;0.000;nan;0.000;0.000;0.000;0;0.000;1058.316;0.000;nan;nan;nan;nan;0.0000;1.000;nan;nan;nan;nan;0.0000;0.0000;0.0000;0.0000;0.0000
2014-02-01;0.000;0.000;1.000;0.000;0.000;nan;0.000;0.000;0.000;0;0.000;1058.316;0.000;nan;nan;nan;nan;0.0000;1.000;nan;nan;nan;nan;0.0000;0.0000;0.0000;0.0000;0.0000
2014-03-01;0.000;0.000;1.000;0.000;0.000;nan;0.000;0.000;0.000;0;0.000;1058.316;0.000;nan;nan;nan;nan;0.0000;1.000;nan;nan;nan;nan;0.0000;0.0000;0.0000;0.0000;0.0000
2014-04-01;0.000;0.000;1.000;0.000;0.000;nan;0.000;0.000;0.000;0;0.000;1058.316;0.000;nan;nan;nan;nan;0.0000;1.000;nan;nan;nan;nan;0.0000;0.0000;0.0000;0.0000;0.0000
2014-05-01;0.000;0.000;1.000;0.000;0.000;nan;0.000;0.000;0.000;0;0.000;1058.316;0.000;nan;nan;nan;nan;0.0000;1.000;nan;nan;nan;nan;0.0000;0.0000;0.0000;0.0000;0.0000
2014-06-01;0.000;0.000;1.000;0.000;0.000;nan;0.000;0.000;0.000;0;0.000;1058.316;0.000;nan;nan;nan;nan;0.0000;1.000;nan;nan;nan;nan;0.0000;0.0000;0.0000;0.0000;0.0000
2014-07-01;0.000;0.000;1.000;0.000;0.000;nan;0.000;0.000;0.000;0;0.000;1058.316;0.000;nan;nan;nan;nan;0.0000;1.000;nan;nan;nan;nan;0.0000;0.0000;0.0000;0.0000;0.0000
2014-08-01;0.000;0.000;1.000;0.000;0.000;nan;0.000;0.000;0.000;0;0.000;1058.316;0.000;nan;nan;nan;nan;0.0000;1.000;nan;nan;nan;nan;0.0000;0.0000;0.0000;0.0000;0.0000
2014-09-01;0.000;0.000;1.000;0.000;0.000;nan;0.000;0.000;0.000;0;0.000;1058.316;0.000;nan;nan;nan;nan;0.0000;1.000;nan;nan;nan;nan;0.0000;0.0000;0.0000;0.0000;0.0000
2014-10-01;0.000;0.000;1.000;0.000;0.000;nan;0.000;0.000;0.000;0;0.000;1058.316;0.000;nan;nan;nan;nan;0.0000;1.000;nan;nan;nan;nan;0.0000;0.0000;0.0000;0.0000;0.0000
2014-11-01;0.000;0.000;1.000;0.000;0.000;nan;0.000;0.000;0.000;0;0.000;1058.316;0.000;nan;nan;nan;nan;0.0000;1.000;nan;nan;nan;nan;0.0000;0.0000;0.0000;0.0000;0.0000
2014-12-01;0.000;0.000;1.000;0.000;0.000;nan;0.000;0.000;0.000;0;0.000;1058.316;0.000;nan;nan;nan;nan;0.0000;1.000;nan;nan;nan;nan;0.0000;0.0000;0.0000;0.0000;0.0000
