
2014-01-01;01001;0.000;0;0.000;0.0000;nan;0.0000;1.00000;0.000;0.000000;0.000000;0.000000;0.000000;0
2014-01-01;01008;0.000;0;0.000;0.0000;nan;0.0000;1.00000;0.000;0.000000;0.000000;0.000000;0.000000;0
2014-02-01;01001;0.000;0;0.000;0.0000;nan;0.0000;1.00000;0.000;0.000000;0.000000;0.000000;0.000000;0
2014-02-01;01008;0.000;0;0.000;0.0000;nan;0.0000;1.00000;0.000;0.000000;0.000000;0.000000;0.000000;0
2014-03-01;01001;0.000;0;0.000;0.0000;nan;0.0000;1.00000;0.000;0.000000;0.000000;0.000000;0.000000;0
2014-03-01;01008;0.000;0;0.000;0.0000;nan;0.0000;1.00000;0.000;0.000000;0.000000;0.000000;0.000000;0
2014-04-01;01001;0.000;0;0.000;0.0000;nan;0.0000;1.00000;0.000;0.000000;0.000000;0.000000;0.000000;1
2014-04-01;01008;0.000;0;0.000;0.0000;nan;0.0000;1.00000;0.000;0.000000;0.000000;0.000000;0.000000;0
2014-05-01;01001;0.000;0;0.000;0.0000;nan;0.0000;1.00000;0.000;0.000000;0.000000;0.000000;0.000000;2
2014-05-01;01008;0.000;0;0.000;0.0000;nan;0.0000;1.00000;0.000;0.000000;0.000000;0.000000;0.000000;0
2014-06-01;01001;0.000;0;0.000;0.0000;nan;0.0000;1.00000;0.000;0.000000;0.000000;0.000000;0.000000;2
2014-06-01;01008;0.000;0;0.000;0.0000;nan;0.0000;1.00000;0.000;0.000000;0.000000;0.000000;0.000000;0
2014-07-01;01001;0.000;0;0.000;0.0000;nan;0.0000;1.00000;0.000;0.000000;0.000000;0.000000;0.000000;2
2014-07-01;01008;0.000;0;0.000;0.0000;nan;0.0000;1.00000;0.000;0.000000;0.000000;0.000000;0.000000;1
2014-08-01;01001;0.000;0;0.000;0.0000;nan;0.0000;1.00000;0.000;0.000000;0.000000;0.000000;0.000000;3
2014-08-01;01008;0.000;0;0.000;0.0000;nan;0.0000;1.00000;0.000;0.000000;0.000000;0.000000;0.000000;2
2014-09-01;01001;0.000;0;0.000;0.0000;nan;0.0000;1.00000;0.000;0.000000;0.000000;0.000000;0.000000;3
2014-09-01;01008;0.000;0;0.000;0.0000;nan;0.0000;1.00000;0.000;0.000000;0.000000;0.000000;0.000000;2
2014-10-01;01001;0.000;0;0.000;0.0000;nan;0.0000;1.00000;0.000;0.000000;0.000000;0.000000;0.000000;3
2014-10-01;01008;0.000;0;0.000;0.0000;nan;0.0000;1.00000;0.000;0.000000;0.000000;0.000000;0.000000;2
2014-11-01;01001;0.000;0;0.000;0.0000;nan;0.0000;1.00000;0.000;0.000000;0.000000;0.000000;0.000000;4
2014-11-01;01008;0.000;0;0.000;0.0000;nan;0.0000;1.00000;0.000;0.000000;0.000000;0.000000;0.000000;3
2014-12-01;01001;0.000;0;0.000;0.0000;nan;0.0000;1.00000;0.000;0.000000;0.000000;0.000000;0.000000;5
2014-12-01;01008;0.000;0;0.000;0.0000;nan;0.0000;1.00000;0.000;0.000000;0.000000;0.000000;0.000000;4
