2022-01-01;0.000;0.000;1.000;0.000;0.000;nan;0.000;0.000;0.000;0;0.000;2172.491;0.000;nan;nan;nan;nan;0.0000;0.372;nan;nan;nan;nan;0.0000;0.0000;0.0000;0.0000;0.0000
2022-02-01;0.000;0.000;1.000;0.000;0.000;nan;0.000;0.000;0.000;0;0.000;2172.491;0.000;nan;nan;nan;nan;0.0000;0.372;nan;nan;nan;nan;0.0000;0.0000;0.0000;0.0000;0.0000
2022-03-01;0.000;0.000;1.000;0.000;0.000;nan;0.000;0.000;0.000;0;0.000;2172.491;0.000;nan;nan;nan;nan;0.0000;0.372;nan;nan;nan;nan;0.0000;0.0000;0.0000;0.0000;0.0000
2022-04-01;0.000;0.000;1.000;0.000;0.000;nan;0.000;0.000;0.000;0;0.000;2172.491;0.000;nan;nan;nan;nan;0.0000;0.372;nan;nan;nan;nan;0.0000;0.0000;0.0000;0.0000;0.0000
2022-05-01;0.000;0.000;1.000;0.000;0.000;nan;0.000;0.000;0.000;0;0.000;2172.491;0.000;nan;nan;nan;nan;0.0000;0.372;nan;nan;nan;nan;0.0000;0.0000;0.0000;0.0000;0.0000
2022-06-01;0.000;0.000;1.000;0.000;0.000;nan;0.000;0.000;0.000;0;0.000;2172.491;0.000;nan;nan;nan;nan;0.0000;0.372;nan;nan;nan;nan;0.0000;0.0000;0.0000;0.0000;0.0000
2022-07-01;0.000;0.000;1.000;0.000;0.000;nan;0.000;0.000;0.000;0;0.000;2172.491;0.000;nan;nan;nan;nan;0.0000;0.372;nan;nan;nan;nan;0.0000;0.0000;0.0000;0.0000;0.0000
2022-08-01;0.000;0.000;1.000;0.000;0.000;nan;0.000;0.000;0.000;0;0.000;2172.491;0.000;nan;nan;nan;nan;0.0000;0.372;nan;nan;nan;nan;0.0000;0.0000;0.0000;0.0000;0.0000
2022-09-01;0.000;0.000;1.000;0.000;0.000;nan;0.000;0.000;0.000;0;0.000;2172.491;0.000;nan;nan;nan;nan;0.0000;0.372;nan;nan;nan;nan;0.0000;0.0000;0.0000;0.0000;0.0000
2022-10-01;0.000;0.000;1.000;0.000;0.000;nan;0.000;0.000;0.000;0;0.000;2172.491;0.000;nan;nan;nan;nan;0.0000;0.372;nan;nan;nan;nan;0.0000;0.0000;0.0000;0.0000;0.0000
2022-11-01;0.000;0.000;1.000;0.000;0.000;nan;0.000;0.000;0.000;0;0.000;2172.491;0.000;nan;nan;nan;nan;0.0000;0.372;nan;nan;nan;nan;0.0000;0.0000;0.0000;0.0000;0.0000
2022-12-01;0.000;0.000;1.000;0.000;0.000;nan;0.000;0.000;0.000;0;0.000;2172.491;0.000;nan;nan;nan;nan;0.0000;0.372;nan;nan;nan;nan;0.0000;0.0000;0.0000;0.0000;0.0000
